staat,st,vwb,ver_bez,wk,DISTRICT_N,MP1879,occ_79,pr_army_79,pr_herrenhaus_79,party,aslvote,ztvote,provgini,landgini1882,agpop1882,totalpop1882,propag1882,urbanization1882,provcath1880,catholic1880,provineq1882,ineq1882,ryepop80,rye,cattlepop,cattle,lightind82,lightind,heavyind82,heavyind,dkp78,drp78,lib78,nlp78,dfp78,zen78,pol78,sapd78,dtvp78,part78,prot78,handelbankengastwirtsch,sumworkers,incometotal,avgwage,gdp,gdpworker,pop80,wheat_to_80,rye_to_80,barley_to_80,oats_to_80,trade,cons,libs,regs,zen,sapd,icpsr_name,cons_90,prty1,prty2,prty3,prty4,prty5,ineq2,urban2,landg2,lightind2,heavyind2,mp_occ1,mp_occ2,mp_occ3,mp_occ4,mp_occ5,landowner,ordvote,binary_ztvote,freetrade
Preussen,1,RB Gumbinnen,2,"WK2.1: Kreis Tilsit, Kreis Niederung",11.0,Schlieckmann,White Collar,0.0,0.0,Conservative,1.0,1.0,,0.7852336277073102,83280.0,125037.0,66.60428513160105,0.33395714868398957,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,66.7,,,,33.0,0.2,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,66.7,33.0,,0.2,,TILSIT,52.4,1.0,0.0,0.0,0.0,0.0,0.19766603,0.111527376,0.6165919,0.0004116108,0.0001539962,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,33.0
Preussen,1,RB Gumbinnen,2,"WK2.2: Kreis Ragnit, Kreis Pillkallen",12.0,"None until 11/79, then Sperber-Gerskullen",,,,,,,,0.7852336277073102,75337.0,99877.0,75.42977862771208,0.24570221372287918,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,62.2,,,,37.7,,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,62.2,37.7,,,,RAGNIT-PILLKALL,68.5,,,,,,0.19766603,0.060369577,0.6165919,0.0004116108,0.0001539962,,,,,,0.0,,,37.7
Preussen,1,RB Gumbinnen,2,"WK2.3: Kreis Gumbinnen, Kreis Insterburg",13.0,Saro,White Collar,0.0,0.0,Conservative,1.0,1.0,,0.7852336277073102,69476.0,117691.0,59.03255134207374,0.40967448657926264,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,71.2,,,,28.8,,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,71.2,28.8,,,,INSTERBURG,63.0,1.0,0.0,0.0,0.0,0.0,0.19766603,0.16783318,0.6165919,0.0004116108,0.0001539962,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,28.8
Preussen,1,RB Gumbinnen,2,"WK2.4: Kreis Stallupönen, Kreis Goldap, Kreis Darkehmen",14.0,Gossler,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.7852336277073102,79572.0,126570.0,62.86797819388481,0.3713202180611519,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,70.5,,,,29.4,,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,70.5,29.4,,,,STALLUPON-GOLDAP,73.6,1.0,0.0,0.0,0.0,0.0,0.19766603,0.1378787,0.6165919,0.0004116108,0.0001539962,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,29.4
Preussen,1,RB Gumbinnen,2,"WK2.5: Kreis Angerburg, Kreis Lötzen",15.0,Staudy,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.7852336277073102,55984.0,79307.0,70.59149885886492,0.29408501141135074,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,63.1,,,,36.9,,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,63.1,36.9,,,,ANGERBG-LOTZEN,54.4,1.0,0.0,0.0,0.0,0.0,0.19766603,0.086486,0.6165919,0.0004116108,0.0001539962,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,36.9
Preussen,1,RB Gumbinnen,2,"WK2.6: Kreis Oletzko, Kreis Lyc,Kreis Johannisburg",16.0,v Simpson-Georgenburg,Landowner,1.0,1.0,Conservative,1.0,102.0,,0.7852336277073102,102569.0,137777.0,74.44566219325431,0.2555433780674569,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,81.3,,,,18.6,,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,81.3,18.6,,,,LYK-JOHANNISBG,71.4,1.0,0.0,0.0,0.0,0.0,0.19766603,0.06530242,0.6165919,0.0004116108,0.0001539962,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,18.6
Preussen,1,RB Gumbinnen,2,"WK2.7: Kreis Senseburg, Kreis Ortelsburg",17.0,Von Mirbach,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.7852336277073102,34996.0,47893.0,73.07122126406782,0.26928778735932185,,0.0155,,0.4445964923040334,,0.17969837780755432,,0.44940524749129934,,0.020288193576320075,,0.01240952026685042,61.8,,,,36.7,1.3,,,,,,8742,327974,154338446,470.58136,240339530,732.80054,778391,19743.1,107676.9,32167.8,87614.8,0.026654553,61.8,36.7,,1.3,,ORTELSBG-SENSBG,69.1,1.0,0.0,0.0,0.0,0.0,0.19766603,0.07251591,0.6165919,0.0004116108,0.0001539962,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,36.7
Preussen,1,RB Danzig,3,"WK3.1: Kreis Elbing, Kreis Marienburg",18.0,v Minnegerode-Rossitten,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.8416785477502102,62528.0,137723.0,45.40127647524378,0.5459872352475622,,0.47729999999999995,,0.48220833581151956,,0.15315374195554665,,0.27449616202930177,,0.028373847983138807,,0.0226003494147089,54.5,18.0,24.5,,,1.4,,1.5,,,,11300,232961,126167633,541.58264,183114433,786.0304,569181,28721.2,79451.3,30347.6,49690.6,0.048505973,72.5,24.5,,1.4,1.5,ELBING,54.9,1.0,0.0,0.0,0.0,0.0,0.23252487,0.29810205,0.7084228,0.0008050752,0.0005107758,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,26.0
Preussen,1,RB Danzig,3,WK3.2:Kreis Danzig,19.0,Michalski,White Collar,0.0,0.0,Zentrum,0.0,1.0,,0.8416785477502102,48056.0,79888.0,60.15421590226316,0.3984578409773684,,0.47729999999999995,,0.48220833581151956,,0.15315374195554665,,0.27449616202930177,,0.028373847983138807,,0.0226003494147089,25.6,,,31.1,,42.5,,,,,,11300,232961,126167633,541.58264,183114433,786.0304,569181,28721.2,79451.3,30347.6,49690.6,0.048505973,25.6,31.1,,42.5,,LKR DANZIG,38.0,0.0,0.0,1.0,0.0,0.0,0.23252487,0.15876865,0.7084228,0.0008050752,0.0005107758,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
Preussen,1,RB Danzig,3,WK3.3: Stadt Danzig,20.0,Rickert,Business,0.0,0.0,Liberal,1.0,0.0,,0.8416785477502102,1799.0,107164.0,1.6787353962151468,0.9832126460378485,,0.47729999999999995,,0.48220833581151956,,0.15315374195554665,,0.27449616202930177,,0.028373847983138807,,0.0226003494147089,10.2,,,50.3,,38.6,,0.9,,,,11300,232961,126167633,541.58264,183114433,786.0304,569181,28721.2,79451.3,30347.6,49690.6,0.048505973,10.2,50.3,,38.6,0.9,DANZIG,0.0,0.0,1.0,0.0,0.0,0.0,0.23252487,0.9667071,0.7084228,0.0008050752,0.0005107758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9
Preussen,1,RB Danzig,3,"WK3.4: Kreis Neustadt, Kreis Carthaus",21.0,v Kalkstein,Landowner,0.0,0.0,Regional,0.0,0.0,,0.8416785477502102,89838.0,118394.0,75.88053448654493,0.24119465513455068,,0.47729999999999995,,0.48220833581151956,,0.15315374195554665,,0.27449616202930177,,0.028373847983138807,,0.0226003494147089,,,,25.8,,,74.0,,,,,11300,232961,126167633,541.58264,183114433,786.0304,569181,28721.2,79451.3,30347.6,49690.6,0.048505973,,25.8,74.0,,,KARTS-NEUSTADT,0.0,0.0,0.0,0.0,0.0,1.0,0.23252487,0.058174863,0.7084228,0.0008050752,0.0005107758,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0
Preussen,1,RB Danzig,3,"WK3.5: Kreis Berent, Kreis Pr. Stargardt",22.0,Graf von Sierakowski,Landowner,0.0,0.0,Regional,0.0,0.0,,0.8416785477502102,76455.0,117097.0,65.2920228528485,0.347079771471515,,0.47729999999999995,,0.48220833581151956,,0.15315374195554665,,0.27449616202930177,,0.028373847983138807,,0.0226003494147089,,32.0,,,,,67.6,,,,,11300,232961,126167633,541.58264,183114433,786.0304,569181,28721.2,79451.3,30347.6,49690.6,0.048505973,32.0,,67.6,,,PR-SARGD-BERENT,0.0,0.0,0.0,0.0,0.0,1.0,0.23252487,0.12046437,0.7084228,0.0008050752,0.0005107758,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.6
Preussen,1,RB Marienwerder,4,"WK4.1: Kreis Stuhm, Kreis Marienwerder",23.0,v Buddenbrock,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.856253591950445,65437.0,99606.0,65.69584161596691,0.3430415838403309,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,,28.7,,23.8,,,47.4,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,28.7,23.8,47.4,,,STUHM-MARIENWERD,0.0,1.0,0.0,0.0,0.0,0.0,0.2111183,0.117677525,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,47.4
Preussen,1,RB Marienwerder,4,"WK4.2: Kreis Rosenberg, Kreis Löbau ",24.0,Graf Dohna-Finckenstein,Landowner,1.0,0.0,Conservative,1.0,1.0,,0.856253591950445,67964.0,100461.0,67.65212370969829,0.32347876290301714,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,56.3,,,,,,43.6,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,56.3,,43.6,,,ROSENBG-LOBAU,34.7,1.0,0.0,0.0,0.0,0.0,0.2111183,0.10463851,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,43.6
Preussen,1,RB Marienwerder,4,"WK4.3: Kreis Graudenz, Kreis Strasburg",25.0,Bieler,Landowner,0.0,0.0,Liberal,1.0,103.0,,0.856253591950445,82114.0,129381.0,63.46681506558149,0.36533184934418506,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,1.3,,,48.9,,,49.7,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,1.3,48.9,49.7,,,STRASBG-GRAUDENZ,0.0,0.0,1.0,0.0,0.0,0.0,0.2111183,0.13346736,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,49.7
Preussen,1,RB Marienwerder,4,"WK4.4: Kreis Thorn, Kreis Culm",26.0,v Sczaniecki,Landowner,0.0,0.0,Regional,0.0,0.0,,0.856253591950445,83208.0,140657.0,59.156671903993406,0.4084332809600659,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,,,17.1,32.1,,,50.7,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,,49.2,50.7,,,THORN,0.0,0.0,0.0,0.0,0.0,1.0,0.2111183,0.16681774,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.8
Preussen,1,RB Marienwerder,4,WK4.5: Kreis Schwetz,27.0,v Gordon,Landowner,1.0,1.0,Conservative,1.0,1.0,,0.856253591950445,51956.0,73138.0,71.03831113784899,0.2896168886215101,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,43.6,,,8.4,,,47.7,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,43.6,8.4,47.7,,,SCHWETZ,0.0,1.0,0.0,0.0,0.0,0.0,0.2111183,0.08387794,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,47.7
Preussen,1,RB Marienwerder,4,WK4.6: Kreis Conitz,28.0,v Czarlinski,Landowner,0.0,0.0,Regional,0.0,0.0,,0.856253591950445,31470.0,46682.0,67.41356411464804,0.3258643588535196,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,26.2,,,,,,73.8,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,26.2,,73.8,,,TUCHEL-KONITZ,23.7,0.0,0.0,0.0,0.0,1.0,0.2111183,0.10618758,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.8
Preussen,1,RB Marienwerder,4,"WK4.7: Kreis Schlochau, Kreis Flatow",29.0,v Flottwell,White Collar,1.0,0.0,Conservative,1.0,1.0,,0.856253591950445,91011.0,128240.0,70.96927635683095,0.29030723643169054,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,60.8,,,,,,39.0,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,60.8,,39.0,,,SCHLOCHAU-FLATOW,57.7,1.0,0.0,0.0,0.0,0.0,0.2111183,0.08427829,0.7331702,0.00028227098,3.9704332e-07,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,39.0
Preussen,1,RB Marienwerder,4,WK4.8: Kreis Deutsch-Krone,30.0,Gr Stolberg,Landowner,0.0,0.0,Conservative,1.0,1.0,,0.856253591950445,42722.0,66102.0,64.63041965447339,0.35369580345526613,,0.5043,,0.4594761138583009,,0.2958824787831489,,0.35686618056045233,,0.01680092205588064,,0.0006301137371127492,40.7,,,23.1,,36.2,,,,,,10054,315816,157530933,498.80606,237800984,752.9732,836717,63778.0,228560.5,38262.7,67958.2,0.031834994,40.7,23.1,,36.2,,DEUTSCH-KRONE,0.0,1.0,0.0,0.0,0.0,0.0,0.2111183,0.12510072,0.7331702,0.00028227098,3.9704332e-07,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
Preussen,1,Stadt Berlin,5,"WK5.1: Berlin, Alt-Cölln …",31.0,Loewe,Industrialist,0.0,0.0,Liberal,0.0,0.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,19.7,,,,63.7,1.4,,14.9,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,19.7,63.7,,1.4,14.9,BERLIN-MITTE,30.8,0.0,1.0,0.0,0.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.6
Preussen,1,Stadt Berlin,5,WK5.2: Der südliche Theil der Friedrichsstadt …,32.0,Hoffmann,White Collar,0.0,0.0,Liberal,0.0,0.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,0.5,17.4,,,54.9,0.8,,26.3,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,17.9,54.9,,0.8,26.3,BERL-AUSS-SSW,26.6,0.0,1.0,0.0,0.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.200005
Preussen,1,Stadt Berlin,5,WK5.3: Der westliche Theil der Louisenstadt …,33.0,v Saucken-Tarputschen,Landowner,0.0,0.0,Liberal,0.0,0.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,6.0,,,,59.2,1.1,,32.2,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,6.0,59.2,,1.1,32.2,BERL-INN-SUD,0.7,0.0,1.0,0.0,0.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.4
Preussen,1,Stadt Berlin,5,WK5.4: Der östliche Theil der Louisenstadt …,34.0,Fritziche,Business,0.0,0.0,SAPD,0.0,0.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,,7.4,,,41.1,0.8,,49.8,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,7.4,41.1,,0.8,49.8,BERL-AUSS-OST,0.3,0.0,0.0,0.0,1.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.9
Preussen,1,Stadt Berlin,5,WK5.5: Der westliche Theil der Königsstadt …,35.0,Zimmerman,White Collar,0.0,0.0,Liberal,0.0,0.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,8.0,,,,67.6,1.1,,23.0,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,8.0,67.6,,1.1,23.0,BERL-INN-NORD,19.8,0.0,1.0,0.0,0.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.6
Preussen,1,Stadt Berlin,5,WK5.6: Die Spandauer Vorstadt …,36.0,Klotz,White Collar,0.0,0.0,Liberal,0.0,102.0,,0.8884840575748668,8669.0,1156945.0,0.7493009607198268,0.9925069903928018,,0.07200000000000001,,0.5485781366435576,,0.0,,0.002709541756880775,,0.0981427246931561,,0.05283516221583092,1.7,,,,54.6,0.6000000000000001,,40.9,,,,87719,570567,398498319,698.4251,514420740,901.5957,1122330,,,,,0.15374005,1.7,54.6,,0.6,40.9,BERL-AUSS-NNW,15.9,0.0,1.0,0.0,0.0,0.0,0.30093798,0.9850701,0.7894039,0.009631994,0.0027915544,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,95.5
